,Have you Completed your Graduation ?,Highest Educational Qualification,Total no of years Experience [before joining Piramal],Average Incentive [per month] earned in your pervious company ?,Which Products you are selling in your pervious role ?,What was the average ticket size handled at your end in previous role ?,How many members are there in your family ?,How many are earning family members ? [Other then yourself]2,How many members are dependent on you ?,Department,Performance,same_first_digit
422,Full Time,Post Graduate,4.0,3K-7K,Personal Loan,INR 50K - INR 2L,1 - 2 members,1.0,1,Sales,0,1
423,Full Time,Post Graduate,2.0,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,1.0,2,Secured Business Loan,1,1
424,Full Time,Under Graduate,0.0,Less than 3K,Business Loan,INR 2L - INR 5L,3 - 4 members,1.0,2,Mass Affluent Housing,0,1
425,Full Time,Under Graduate,4.25,Above 10K,Loan Against Property,INR 10L and above,1 - 2 members,1.0,0,Secured Business Loan,0,1
426,Full Time,Under Graduate,8.0,Less than 3K,Housing Loan,INR 50K - INR 2L,5 & above members,3.0,2,Secured Business Loan,0,1
427,Full Time,Under Graduate,2.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,3 - 4 members,0.0,3,Business Loans,1,1
428,Full Time,Under Graduate,5.0,Less than 3K,Housing Loan,INR 10L and above,5 & Above members,1.0,3,Mass Affluent Housing,0,1
429,Full Time,Post Graduate,2.0,3K-7K,Housing Loan,INR 50K - INR 2L,3 - 4 members,2.0,0,Affordable Housing,0,1
430,Full Time,Under Graduate,5.0,3K-7K,CASA Account,INR 15L and above,3 - 4 members,1.0,2,Budget Housing,0,1
431,Full Time,Post Graduate,2.5,Less than 3K,Housing Loan,INR 50K - INR 2L,1 - 2 members,1.0,0,Budget Housing,1,1
432,Full Time,Under Graduate,10.0,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,1.0,2,Affordable Housing,0,1
433,Full Time,Under Graduate,4.0,7K-10K,Personal Loan,INR 2L - INR 5L,5 & Above members,2.0,3,Sales,0,1
434,Full Time,Under Graduate,2.0,3K-7K,Business Loan,INR 5L - INR 15L,3 - 4 members,1.0,1,Business Loans,0,1
435,Full Time,Post Graduate,6.0,Above 10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,2.0,2,Affordable Housing,0,1
436,Full Time,Under Graduate,2.0,3K-7K,Housing Loan,INR 15L and above,3 - 4 members,2.0,0,Affordable Housing,0,1
437,Full Time,Post Graduate,2.0,7K-10K,Housing Loan,INR 15L and above,3 - 4 members,2.0,4,Affordable Housing,0,1
438,Full Time,Under Graduate,0.0,Above 10K,Personal Loan,INR 10L and above,3 - 4 members,1.0,3,Sales,0,1
439,Full Time,Under Graduate,6.0,3K-7K,Car Loan,INR 15L and above,1 - 2 members,0.0,1,Sales,1,1
440,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,5 & Above members,1.0,4,Affordable Housing,0,1
441,Full Time,Post Graduate,5.0,Above 10K,MSME / SME Loan,INR 2L - INR 5L,3 - 4 members,1.0,1,Affordable Housing,0,1
442,Full Time,Post Graduate,4.5,3K-7K,Personal Loan,INR 15L and above,3 - 4 members,2.0,3,Sales,0,1
443,Full Time,Under Graduate,1.5,7K-10K,CASA Account,INR 2L - INR 5L,3 - 4 members,1.0,0,Affordable Housing,0,1
444,Full Time,Under Graduate,0.0,Nil,Others,Fresher,5 & Above members,1.0,5,Affordable Housing,0,1
445,Full Time,Under Graduate,1.0,Nil,Housing Loan,INR 5L - INR 15L,1 - 2 members,2.0,0,Affordable Housing,1,1
446,Full Time,Under Graduate,6.0,3K-7K,Personal Loan,INR 5L - INR 15L,3 - 4 members,3.0,3,Sales,0,1
447,Full Time,Post Graduate,3.0,Less than 3K,Personal Loan,INR 2L - INR 5L,5 & Above members,1.0,5,Affordable Housing,1,1
448,Full Time,Post Graduate,4.5,Above 10K,Others,INR 50K - INR 2L,5 & Above members,3.0,4,Affordable Housing,1,1
449,Full Time,Under Graduate,9.0,3K-7K,Others,Fresher,5 & Above members,1.0,4,Sales,0,1
450,Full Time,Under Graduate,2.0,3K-7K,Housing Loan,INR 5L - INR 15L,5 & Above members,1.0,3,Budget Housing,1,1
451,Full Time,Under Graduate,1.0,Nil,Housing Loan,Fresher,1 - 2 members,1.0,0,Affordable Housing,0,1
452,Full Time,Under Graduate,10.0,Above 10K,Others,INR 15L and above,3 - 4 members,2.0,2,Mass Affluent Housing,1,0
453,Full Time,Under Graduate,3.0,7K-10K,Personal Loan,INR 5L - INR 15L,3 - 4 members,1.0,2,Sales,1,1
454,Full Time,Post Graduate,2.0,Above 10K,Personal Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Sales,0,1
455,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,0,Affordable Housing,0,1
456,Full Time,Post Graduate,6.0,Above 10K,Car Loan,INR 15L and above,3 - 4 members,0.0,2,Sales,1,1
457,Full Time,Under Graduate,2.0,Nil,Personal Loan,INR 50K - INR 2L,3 - 4 members,0.0,2,Affordable Housing,1,1
458,Full Time,Post Graduate,8.0,Above 10K,Others,INR 2L - INR 5L,3 - 4 members,0.0,3,Affordable Housing,1,1
459,Full Time,Under Graduate,4.208333333,3K-7K,Others,INR 2L - INR 5L,5 & Above members,1.0,2,Mass Affluent Housing,0,1
460,Full Time,Under Graduate,6.0,Above 10K,CASA Account,INR 5L - INR 15L,5 & Above members,2.0,4,Sales,1,1
461,Full Time,Post Graduate,0.0,Above 10K,Loan Against Property,INR 10L and above,3 - 4 members,1.0,3,Secured Business Loan,1,1
462,Full Time,Under Graduate,0.0,3K-7K,Loan Against Property,INR 2L - INR 5L,5 & Above members,1.0,2,Secured Business Loan,0,1
463,Full Time,Under Graduate,8.0,Above 10K,Housing Loan,INR 50K - INR 2L,5 & Above members,2.0,0,Mass Affluent Housing,1,1
464,Full Time,Under Graduate,0.0,Nil,Personal Loan,Fresher,3 - 4 members,1.0,3,Affordable Housing,0,1
465,Full Time,Under Graduate,5.583333333,Above 10K,Others,INR 10L and above,3 - 4 members,1.0,3,Affordable Housing,0,1
466,Full Time,Post Graduate,5.5,7K-10K,MSME / SME Loan,INR 15L and above,1 - 2 members,0.0,2,Affordable Housing,0,1
467,Full Time,Under Graduate,4.0,3K-7K,Others,INR 2L - INR 5L,3 - 4 members,3.0,2,Sales,0,1
468,Full Time,Under Graduate,5.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,1.0,4,Affordable Housing,0,1
469,Full Time,Under Graduate,9.0,3K-7K,Car Loan,INR 15L and above,3 - 4 members,1.0,2,Sales,0,1
470,Full Time,Post Graduate,3.0,Above 10K,MSME / SME Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Business Loans,1,1
471,Full Time,Post Graduate,10.0,3K-7K,Housing Loan,INR 2L - INR 5L,3 - 4 members,0.0,2,Mass Affluent Housing,0,1
472,Full Time,Under Graduate,8.0,Above 10K,Housing Loan,INR 2L - INR 5L,3 - 4 members,4.0,3,Affordable Housing,0,1
473,Full Time,Under Graduate,9.0,7K-10K,Personal Loan,INR 5L - INR 15L,3 - 4 members,1.0,2,Business Loans,1,1
474,Full Time,Under Graduate,3.5,3K-7K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,3,Affordable Housing,1,1
475,Full Time,Under Graduate,0.0,3K-7K,Business Loan,INR 2L - INR 5L,5 & Above members,1.0,3,Mass Affluent Housing,0,1
476,Full Time,Under Graduate,7.0,Above 10K,Housing Loan,INR 5L - INR 15L,5 & Above members,2.0,8,Mass Affluent Housing,1,1
477,Full Time,Post Graduate,10.0,Above 10K,Personal Loan,INR 5L - INR 15L,3 - 4 members,0.0,4,Sales,1,1
478,Full Time,Under Graduate,3.0,3K-7K,MSME / SME Loan,INR 50K - INR 2L,5 & above members,2.0,4,Affordable Housing,0,1
479,Full Time,Under Graduate,3.0,Above 10K,Others,INR 50K - INR 2L,3 - 4 members,2.0,3,Budget Housing,1,1
480,Full Time,Under Graduate,2.25,Above 10K,Housing Loan,INR 50K and below,1 - 2 members,1.0,1,Mass Affluent Housing,1,1
481,Full Time,Under Graduate,3.555555556,Above 10K,Car Loan,INR 2L - INR 5L,5 & Above members,1.0,0,Sales,1,1
482,Full Time,Under Graduate,2.0,Above 10K,Housing Loan,INR 50K and below,3 - 4 members,1.0,2,Affordable Housing,0,1
483,Full Time,Under Graduate,3.166666667,Above 10K,Housing Loan,INR 2L - INR 5L,5 & Above members,1.0,2,Mass Affluent Housing,1,1
484,Full Time,Under Graduate,1.5,3K-7K,Others,INR 15L and above,5 & Above members,2.0,5,Affordable Housing,0,1
485,Full Time,Under Graduate,7.0,Above 10K,Others,INR 15L and above,1 - 2 members,1.0,4,Affordable Housing,0,1
486,Full Time,Under Graduate,6.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,2.0,2,Mass Affluent Housing,0,1
487,Full Time,Under Graduate,0.0,Nil,Personal Loan,Fresher,5 & Above members,2.0,4,Sales,1,1
488,Full Time,Under Graduate,0.0,7K-10K,Housing Loan,INR 10L and above,5 & Above members,1.0,0,Affordable Housing,1,1
489,Full Time,Under Graduate,0.0,7K-10K,Personal Loan,INR 2L - INR 5L,5 & Above members,1.0,3,Sales,0,1
490,Full Time,Under Graduate,4.0,3K-7K,Personal Loan,INR 5L - INR 15L,5 & Above members,3.0,3,Mass Affluent Housing,0,1
491,Full Time,Under Graduate,0.0,7K-10K,Housing Loan,INR 10L and above,5 & Above members,1.0,4,Affordable Housing,0,1
492,Full Time,Under Graduate,2.0,Less than 3K,Housing Loan,INR 5L - INR 15L,3 - 4 members,2.0,1,Mass Affluent Housing,0,1
493,Full Time,Post Graduate,2.0,Above 10K,Personal Loan,INR 15L and above,3 - 4 members,1.0,3,Affordable Housing,0,1
494,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 2L - INR 5L,5 & Above members,1.0,6,Affordable Housing,0,1
495,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,1 - 2 members,1.0,4,Affordable Housing,0,1
496,Full Time,Post Graduate,0.0,Nil,Others,Fresher,5 & Above members,1.0,2,Secured Business Loan,0,1
497,Full Time,Under Graduate,0.0,Above 10K,Car Loan,INR 50K and below,5 & Above members,1.0,2,Sales,1,1
498,Full Time,Under Graduate,0.416666667,Less than 3K,Housing Loan,INR 10L and above,1 - 2 members,1.0,1,Affordable Housing,1,1
499,Full Time,Under Graduate,8.0,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,1.0,3,Affordable Housing,1,1
500,Full Time,Under Graduate,0.0,7K-10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,2,Affordable Housing,0,1
501,Full Time,Under Graduate,3.0,Above 10K,Personal Loan,INR 15L and above,3 - 4 members,2.0,1,Sales,0,1
502,Full Time,Others,3.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,1.0,1,Affordable Housing,0,1
503,Full Time,Under Graduate,0.0,Above 10K,Personal Loan,INR 10L and above,5 & Above members,1.0,3,Mass Affluent Housing,1,1
504,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,3,Mass Affluent Housing,1,1
505,Full Time,Under Graduate,3.0,Above 10K,Personal Loan,INR 15L and above,5 & Above members,1.0,1,Sales,1,1
506,Full Time,Under Graduate,4.0,Above 10K,Personal Loan,INR 2L - INR 5L,5 & Above members,3.0,1,Sales,1,1
507,Full Time,Under Graduate,3.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,5 & Above members,2.0,4,Business Loans,1,1
508,Full Time,Post Graduate,1.0,Above 10K,Others,INR 50K - INR 2L,3 - 4 members,3.0,0,Affordable Housing,0,1
509,Full Time,Under Graduate,8.0,Above 10K,Personal Loan,INR 50K - INR 2L,3 - 4 members,2.0,0,Sales,1,1
510,Full Time,Under Graduate,3.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,2.0,3,Mass Affluent Housing,1,1
511,Full Time,Under Graduate,6.0,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,1.0,3,Affordable Housing,0,1
512,Full Time,Under Graduate,10.0,Above 10K,Others,INR 15L and above,3 - 4 members,1.0,3,Sales,0,1
513,Full Time,Under Graduate,0.0,3K-7K,Housing Loan,INR 50K and below,3 - 4 members,1.0,1,Affordable Housing,0,1
514,Full Time,Under Graduate,5.0,Above 10K,Car Loan,INR 5L - INR 15L,5 & above members,3.0,2,Affordable Housing,0,1
515,Full Time,Under Graduate,6.0,3K-7K,Housing Loan,INR 15L and above,3 - 4 members,0.0,3,Mass Affluent Housing,0,1
516,Full Time,Under Graduate,6.75,7K-10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,2,Mass Affluent Housing,0,1
517,Full Time,Under Graduate,1.5,Above 10K,Personal Loan,INR 15L and above,3 - 4 members,1.0,2,Business Loans,1,1
518,Full Time,Under Graduate,2.0,7K-10K,Housing Loan,INR 2L - INR 5L,5 & Above members,3.0,1,Mass Affluent Housing,0,1
519,Part Time,Under Graduate,3.0,Less than 3K,Others,INR 2L - INR 5L,5 & above members,3.0,4,Secured Business Loan,0,1
520,Full Time,Under Graduate,0.0,Above 10K,Business Loan,INR 10L and above,3 - 4 members,1.0,0,Business Loans,1,1
521,Full Time,Under Graduate,5.0,Above 10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,3.0,2,Mass Affluent Housing,0,1
522,Full Time,Post Graduate,10.0,3K-7K,Housing Loan,INR 15L and above,1 - 2 members,0.0,3,Mass Affluent Housing,1,1
523,Full Time,Under Graduate,7.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,1.0,3,Sales,1,1
524,Full Time,Under Graduate,0.0,3K-7K,Housing Loan,INR 10L and above,5 & Above members,1.0,4,Mass Affluent Housing,0,1
525,Part Time,Under Graduate,3.0,Nil,Others,INR 5L - INR 15L,3 - 4 members,3.0,0,Mass Affluent Housing,1,1
526,Full Time,Under Graduate,8.0,7K-10K,Car Loan,INR 50K and below,3 - 4 members,2.0,3,Sales,0,1
527,Part Time,Under Graduate,0.0,Nil,Others,Fresher,5 & Above members,2.0,4,Secured Business Loan,0,1
528,Full Time,Under Graduate,0.0,Above 10K,Loan Against Property,INR 10L and above,5 & Above members,1.0,3,Secured Business Loan,1,1
529,Full Time,Under Graduate,0.0,7K-10K,Car Loan,INR 10L and above,1 - 2 members,1.0,1,Sales,1,1
530,Full Time,Under Graduate,7.3,3K-7K,Housing Loan,INR 5L - INR 15L,3 - 4 members,2.0,3,Mass Affluent Housing,0,1
531,Full Time,Under Graduate,0.0,3K-7K,Housing Loan,INR 10L and above,3 - 4 members,1.0,0,Affordable Housing,0,1
532,Full Time,Under Graduate,7.0,Above 10K,Housing Loan,INR 50K - INR 2L,3 - 4 members,0.0,3,Mass Affluent Housing,0,1
533,Full Time,Under Graduate,5.0,Above 10K,Personal Loan,INR 50K and below,3 - 4 members,1.0,3,Mass Affluent Housing,0,1
534,Full Time,Under Graduate,2.0,3K-7K,Car Loan,INR 5L - INR 15L,5 & above members,1.0,4,Mass Affluent Housing,0,1
535,Full Time,Under Graduate,1.0,Above 10K,MSME / SME Loan,INR 15L and above,5 & Above members,1.0,4,Business Loans,1,1
536,Full Time,Post Graduate,4.333333333,Nil,Housing Loan,INR 50K and below,5 & Above members,1.0,1,Mass Affluent Housing,0,1
537,Full Time,Under Graduate,0.0,7K-10K,Loan Against Property,INR 50K and below,3 - 4 members,1.0,3,Secured Business Loan,0,1
538,Full Time,Under Graduate,0.0,Nil,MSME / SME Loan,Fresher,3 - 4 members,2.0,3,Secured Business Loan,0,1
539,Full Time,Under Graduate,3.0,Nil,Housing Loan,INR 15L and above,5 & above members,2.0,2,Affordable Housing,0,1
540,Full Time,Post Graduate,2.0,3K-7K,Others,INR 50K and below,3 - 4 members,2.0,3,Affordable Housing,0,1
541,Full Time,Under Graduate,0.0,3K-7K,Housing Loan,INR 10L and above,3 - 4 members,1.0,4,Affordable Housing,1,1
542,Part Time,Post Graduate,2.5,3K-7K,Housing Loan,INR 50K - INR 2L,3 - 4 members,2.0,2,Affordable Housing,0,1
543,Full Time,Under Graduate,1.0,3K-7K,Personal Loan,INR 50K - INR 2L,3 - 4 members,2.0,5,Mass Affluent Housing,0,1
544,Full Time,Post Graduate,3.0,3K-7K,Housing Loan,Fresher,3 - 4 members,2.0,2,Budget Housing,1,1
545,Full Time,Post Graduate,4.0,3K-7K,Personal Loan,INR 15L and above,3 - 4 members,1.0,3,Business Loans,1,1
546,Full Time,Under Graduate,3.0,Less than 3K,Others,INR 50K - INR 2L,3 - 4 members,2.0,0,Affordable Housing,1,1
547,Full Time,Under Graduate,0.0,7K-10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,2,Mass Affluent Housing,0,1
548,Full Time,Under Graduate,0.0,Less than 3K,Loan Against Property,Fresher,5 & Above members,1.0,2,Secured Business Loan,0,1
549,Full Time,Post Graduate,1.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,1.0,4,Mass Affluent Housing,1,1
550,Full Time,Under Graduate,6.0,Above 10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,3,Mass Affluent Housing,1,1
551,Full Time,Under Graduate,5.25,Above 10K,Business Loan,INR 5L - INR 15L,3 - 4 members,1.0,2,Business Loans,0,1
552,Full Time,Under Graduate,0.0,Above 10K,Business Loan,INR 10L and above,3 - 4 members,1.0,1,Business Loans,1,1
553,Full Time,Post Graduate,5.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,1.0,2,Affordable Housing,1,1
554,Full Time,Post Graduate,5.0,Less than 3K,Business Loan,INR 5L - INR 15L,1 - 2 members,1.0,0,Mass Affluent Housing,0,1
555,Full Time,Under Graduate,7.0,7K-10K,Car Loan,INR 5L - INR 15L,5 & Above members,1.0,4,Sales,0,1
556,Full Time,Under Graduate,5.5,Above 10K,Loan Against Property,INR 10L and above,3 - 4 members,1.0,2,Secured Business Loan,0,1
557,Full Time,Post Graduate,2.5,7K-10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,1,Mass Affluent Housing,0,1
558,Full Time,Post Graduate,3.5,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,0.0,4,Business Loans,0,1
559,Full Time,Under Graduate,2.0,7K-10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,0.0,3,Budget Housing,1,1
560,Full Time,Under Graduate,6.0,7K-10K,Others,INR 15L and above,5 & Above members,2.0,4,Secured Business Loan,0,1
561,Full Time,Under Graduate,1.5,7K-10K,Housing Loan,INR 2L - INR 5L,1 - 2 members,1.0,3,Affordable Housing,0,1
562,Full Time,Post Graduate,7.0,Above 10K,MSME / SME Loan,INR 15L and above,3 - 4 members,1.0,2,Sales,0,1
563,Full Time,Under Graduate,1.0,Less than 3K,MSME / SME Loan,INR 5L - INR 15L,3 - 4 members,0.0,4,Secured Business Loan,1,1
564,Full Time,Under Graduate,0.0,3K-7K,Business Loan,INR 10L and above,5 & Above members,1.0,2,Business Loans,0,1
565,Full Time,Under Graduate,4.0,7K-10K,Housing Loan,INR 15L and above,3 - 4 members,2.0,0,Affordable Housing,1,1
566,Full Time,Under Graduate,5.0,Above 10K,Car Loan,INR 15L and above,1 - 2 members,0.0,2,Business Loans,1,1
567,Full Time,Under Graduate,3.0,7K-10K,Housing Loan,INR 5L - INR 15L,5 & Above members,2.0,2,Mass Affluent Housing,0,1
568,Full Time,Under Graduate,0.0,Nil,Housing Loan,Fresher,5 & Above members,1.0,5,Affordable Housing,0,1
569,Full Time,Under Graduate,6.0,Less than 3K,Others,INR 50K and below,5 & Above members,1.0,4,Sales,0,1
570,Full Time,Under Graduate,0.0,7K-10K,Car Loan,INR 2L - INR 5L,5 & Above members,1.0,3,Sales,1,1
571,Full Time,Under Graduate,3.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,5 & Above members,2.0,6,Business Loans,1,1
572,Part Time,Under Graduate,4.0,Above 10K,Others,INR 5L - INR 15L,5 & Above members,2.0,2,Affordable Housing,0,1
573,Full Time,Under Graduate,1.0,3K-7K,Housing Loan,INR 50K and below,5 & Above members,2.0,2,Mass Affluent Housing,0,1
574,Full Time,Post Graduate,5.0,Above 10K,Housing Loan,INR 15L and above,3 - 4 members,1.0,4,Mass Affluent Housing,0,1
575,Part Time,Under Graduate,8.0,7K-10K,Personal Loan,INR 5L - INR 15L,3 - 4 members,0.0,2,Sales,0,1
576,Full Time,Under Graduate,2.0,7K-10K,Personal Loan,INR 50K - INR 2L,3 - 4 members,2.0,4,Business Loans,0,1
577,Full Time,Post Graduate,17.0,7K-10K,Housing Loan,INR 2L - INR 5L,3 - 4 members,0.0,2,Mass Affluent Housing,0,1
578,Full Time,Under Graduate,2.0,3K-7K,Housing Loan,INR 15L and above,3 - 4 members,1.0,2,Affordable Housing,1,1
579,Full Time,Under Graduate,4.0,3K-7K,Housing Loan,INR 15L and above,3 - 4 members,2.0,3,Affordable Housing,0,1
580,Full Time,Under Graduate,0.6,3K-7K,Car Loan,INR 5L - INR 15L,3 - 4 members,2.0,3,Sales,1,1
581,Full Time,Post Graduate,2.0,7K-10K,Housing Loan,INR 5L - INR 15L,5 & above members,3.0,2,Affordable Housing,0,1
582,Full Time,Post Graduate,0.0,Nil,Housing Loan,Fresher,1 - 2 members,1.0,1,Affordable Housing,0,1
583,Full Time,Under Graduate,2.0,Above 10K,MSME / SME Loan,INR 15L and above,5 & Above members,0.0,4,Affordable Housing,0,1
584,Full Time,Post Graduate,1.0,3K-7K,Housing Loan,INR 15L and above,5 & Above members,0.0,5,Affordable Housing,0,0
585,Full Time,Post Graduate,0.0,Nil,Others,Fresher,1 - 2 members,1.0,0,Sales,0,1
586,Full Time,Post Graduate,3.5,7K-10K,Car Loan,INR 10L and above,5 & Above members,1.0,5,Sales,0,1
587,Full Time,Under Graduate,4.0,Above 10K,Housing Loan,INR 2L - INR 5L,3 - 4 members,1.0,3,Affordable Housing,0,1
588,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,1 - 2 members,1.0,2,Affordable Housing,1,1
589,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,3 - 4 members,1.0,0,Affordable Housing,0,0
590,Full Time,Under Graduate,1.0,Less than 3K,Housing Loan,INR 2L - INR 5L,1 - 2 members,2.0,2,Affordable Housing,1,1
591,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,5 & Above members,1.0,4,Affordable Housing,1,1
592,Full Time,Under Graduate,4.0,Nil,Housing Loan,INR 15L and above,5 & above members,2.0,4,Mass Affluent Housing,0,1
593,Full Time,Under Graduate,6.0,Above 10K,Housing Loan,INR 2L - INR 5L,3 - 4 members,0.0,4,Affordable Housing,0,1
594,Full Time,Under Graduate,3.0,Above 10K,CASA Account,INR 2L - INR 5L,5 & Above members,1.0,2,Affordable Housing,0,1
595,Full Time,Post Graduate,5.5,7K-10K,MSME / SME Loan,INR 2L - INR 5L,3 - 4 members,0.0,3,Mass Affluent Housing,0,1
596,Full Time,Under Graduate,4.416666667,Above 10K,Housing Loan,INR 50K and below,3 - 4 members,1.0,3,Affordable Housing,1,1
597,Full Time,Under Graduate,4.0,3K-7K,Others,INR 15L and above,3 - 4 members,2.0,2,Sales,1,1
598,Full Time,Under Graduate,15.0,3K-7K,Housing Loan,INR 50K and below,5 & Above members,5.0,2,Affordable Housing,0,1
599,Full Time,Under Graduate,2.0,7K-10K,Loan Against Property,INR 2L - INR 5L,3 - 4 members,1.0,1,Secured Business Loan,0,1
600,Full Time,Under Graduate,15.0,Above 10K,Housing Loan,INR 15L and above,5 & Above members,1.0,3,Affordable Housing,0,1
601,Full Time,Under Graduate,2.5,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,1.0,2,Affordable Housing,1,1
602,Full Time,Post Graduate,12.0,3K-7K,Others,INR 15L and above,5 & Above members,0.0,3,Sales,1,1
603,Full Time,Post Graduate,8.0,Above 10K,Car Loan,INR 10L and above,5 & Above members,1.0,1,Sales,1,1
604,Part Time,Under Graduate,3.0,Nil,Housing Loan,INR 50K - INR 2L,5 & above members,4.0,4,Affordable Housing,1,1
605,Part Time,Under Graduate,5.0,3K-7K,Housing Loan,Fresher,3 - 4 members,2.0,2,Affordable Housing,0,1
606,Full Time,Under Graduate,7.0,3K-7K,Car Loan,INR 15L and above,3 - 4 members,1.0,4,Sales,0,1
607,Full Time,Under Graduate,14.0,3K-7K,Others,INR 5L - INR 15L,3 - 4 members,0.0,3,Affordable Housing,0,1
608,Full Time,Under Graduate,0.666666667,Nil,CASA Account,INR 50K and below,5 & Above members,1.0,5,Affordable Housing,1,1
609,Full Time,Post Graduate,7.0,Above 10K,Housing Loan,INR 2L - INR 5L,3 - 4 members,2.0,1,Sales,1,1
610,Full Time,Under Graduate,0.0,Nil,Others,Fresher,5 & Above members,1.0,5,Affordable Housing,1,1
611,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 10L and above,5 & Above members,1.0,8,Affordable Housing,1,1
612,Part Time,Post Graduate,2.0,3K-7K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,3,Mass Affluent Housing,0,1
613,Full Time,Under Graduate,6.0,3K-7K,Others,INR 50K and below,3 - 4 members,2.0,3,Secured Business Loan,0,1
614,Full Time,Under Graduate,3.833333333,7K-10K,Housing Loan,INR 2L - INR 5L,1 - 2 members,1.0,1,Mass Affluent Housing,1,0
615,Full Time,Under Graduate,3.333333333,Above 10K,Housing Loan,INR 10L and above,5 & Above members,1.0,1,Mass Affluent Housing,0,1
616,Full Time,Under Graduate,1.0,3K-7K,Housing Loan,INR 15L and above,3 - 4 members,4.0,3,Mass Affluent Housing,0,1
617,Full Time,Under Graduate,7.166666667,Less than 3K,Housing Loan,INR 5L - INR 15L,1 - 2 members,1.0,1,Budget Housing,1,1
618,Full Time,Under Graduate,3.0,Nil,Car Loan,INR 15L and above,3 - 4 members,1.0,1,Mass Affluent Housing,1,1
619,Full Time,Post Graduate,4.0,Above 10K,Car Loan,INR 2L - INR 5L,5 & Above members,4.0,2,Affordable Housing,0,1
620,Full Time,Post Graduate,3.0,Nil,Personal Loan,INR 2L - INR 5L,3 - 4 members,2.0,2,Sales,0,1
621,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,INR 50K - INR 2L,5 & Above members,1.0,2,Affordable Housing,0,1
622,Full Time,Under Graduate,1.0,3K-7K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,2,Affordable Housing,1,1
623,Full Time,Under Graduate,7.0,7K-10K,Housing Loan,INR 15L and above,5 & above members,1.0,7,Budget Housing,0,1
624,Part Time,Under Graduate,5.0,Above 10K,Car Loan,INR 5L - INR 15L,3 - 4 members,0.0,3,Sales,1,1
625,Full Time,Under Graduate,0.0,Above 10K,Housing Loan,Fresher,3 - 4 members,1.0,4,Mass Affluent Housing,0,1
626,Full Time,Post Graduate,3.0,Above 10K,MSME / SME Loan,INR 5L - INR 15L,5 & Above members,4.0,2,Secured Business Loan,1,1
627,Full Time,Under Graduate,0.0,3K-7K,Housing Loan,INR 50K - INR 2L,5 & Above members,1.0,4,Mass Affluent Housing,0,1
628,Full Time,Under Graduate,4.0,3K-7K,Housing Loan,INR 50K - INR 2L,5 & Above members,2.0,0,Affordable Housing,1,1
629,Full Time,Under Graduate,2.0,Nil,Housing Loan,INR 5L - INR 15L,3 - 4 members,3.0,2,Mass Affluent Housing,0,1
630,Full Time,Post Graduate,6.0,7K-10K,Personal Loan,INR 15L and above,5 & Above members,1.0,5,Mass Affluent Housing,0,1
631,Full Time,Under Graduate,6.0,Above 10K,Housing Loan,INR 5L - INR 15L,3 - 4 members,1.0,0,Mass Affluent Housing,1,1
632,Full Time,Under Graduate,15.0,Above 10K,Housing Loan,INR 5L - INR 15L,1 - 2 members,1.0,1,Affordable Housing,0,1
